nameTeam,isWin,fgmTeam,fg3mTeam,fgaTeam,fg3aTeam,ftaTeam,ftmTeam,plusminusTeam
Los Angeles Lakers,FALSE,37,9,83,32,38,29,-16
Golden State Warriors,TRUE,51,16,97,32,10,10,16
Denver Nuggets,TRUE,44,12,80,30,25,22,13
Memphis Grizzlies,FALSE,42,11,89,28,19,14,-13
San Antonio Spurs,FALSE,43,10,89,28,34,25,-6
Minnesota Timberwolves,TRUE,41,20,96,53,31,25,6
Portland Trail Blazers,FALSE,36,11,69,31,13,11,-33
New Orleans Pelicans,TRUE,44,13,93,37,31,26,33
Toronto Raptors,TRUE,45,15,91,33,18,14,5
Philadelphia 76ers,FALSE,37,19,75,36,25,21,-5
Orlando Magic,FALSE,38,15,95,48,13,10,-27
Charlotte Hornets,TRUE,48,12,92,34,27,20,27
Los Angeles Lakers,TRUE,41,9,82,31,39,29,19
Oklahoma City Thunder,FALSE,40,6,88,29,19,15,-19
Utah Jazz,FALSE,35,11,88,38,33,24,-6
Phoenix Suns,TRUE,46,6,92,19,15,13,6
Dallas Mavericks,TRUE,42,20,79,45,31,24,50
Portland Trail Blazers,FALSE,31,7,83,32,12,9,-50
Atlanta Hawks,FALSE,42,8,88,34,19,17,-4
Miami Heat,TRUE,40,11,72,26,28,22,4
Charlotte Hornets,TRUE,52,19,86,40,10,10,16
Chicago Bulls,FALSE,44,13,82,24,20,16,-16
Cleveland Cavaliers,FALSE,40,8,82,27,24,19,-11
Brooklyn Nets,TRUE,43,12,92,32,21,20,11
Toronto Raptors,TRUE,44,7,96,29,23,22,2
Houston Rockets,FALSE,43,10,81,29,24,19,-2
Milwaukee Bucks,TRUE,50,11,101,37,23,20,30
Detroit Pistons,FALSE,35,10,90,48,23,21,-30
New York Knicks,TRUE,41,16,88,39,20,16,22
Washington Wizards,FALSE,35,9,69,28,17,13,-22
Sacramento Kings,FALSE,38,7,86,28,24,15,-19
LA Clippers,TRUE,42,21,86,43,15,12,19
San Antonio Spurs,FALSE,32,10,80,31,27,20,-6
Golden State Warriors,TRUE,33,8,81,32,33,26,6
New Orleans Pelicans,FALSE,41,6,91,30,35,26,-27
Memphis Grizzlies,TRUE,53,18,90,35,23,17,27
Indiana Pacers,FALSE,41,10,78,23,36,28,-13
Philadelphia 76ers,TRUE,50,12,90,34,27,21,13
Chicago Bulls,TRUE,44,10,83,21,33,26,4
Minnesota Timberwolves,FALSE,46,11,91,31,22,17,-4
Philadelphia 76ers,TRUE,46,5,88,25,23,21,12
Detroit Pistons,FALSE,38,11,83,34,29,19,-12
Boston Celtics,TRUE,54,18,99,48,13,13,29
Memphis Grizzlies,FALSE,39,15,102,47,27,17,-29
Los Angeles Lakers,TRUE,44,16,94,43,47,42,5
Denver Nuggets,FALSE,49,15,100,47,36,28,-5
Orlando Magic,TRUE,45,23,91,58,14,12,14
Miami Heat,FALSE,40,19,94,50,16,12,-14
New York Knicks,TRUE,40,15,87,43,12,10,11
Toronto Raptors,FALSE,36,12,92,42,11,10,-11
Brooklyn Nets,TRUE,52,8,81,22,25,22,8
Indiana Pacers,FALSE,47,19,104,46,19,13,-8
Atlanta Hawks,TRUE,45,21,87,38,24,19,16
Houston Rockets,FALSE,41,17,89,46,20,15,-16
Washington Wizards,FALSE,42,8,94,23,26,16,-16
Charlotte Hornets,TRUE,48,18,89,33,14,10,16
Cleveland Cavaliers,TRUE,51,19,94,38,17,12,18
Milwaukee Bucks,FALSE,39,12,88,30,32,25,-18
Phoenix Suns,FALSE,42,14,103,47,15,11,-7
Sacramento Kings,TRUE,40,14,76,26,30,22,7
Portland Trail Blazers,FALSE,31,9,83,34,12,9,-31
Utah Jazz,TRUE,37,9,82,36,38,28,31
Golden State Warriors,TRUE,49,19,81,33,13,11,21
New Orleans Pelicans,FALSE,42,14,99,40,12,9,-21
San Antonio Spurs,FALSE,43,11,89,31,23,23,-10
Dallas Mavericks,TRUE,46,20,85,36,23,18,10
Oklahoma City Thunder,FALSE,37,9,98,34,9,5,-50
LA Clippers,TRUE,54,18,97,35,14,12,50
